2	ab	ady	ain	ale	arb	av	azj	ba	be	bg	bn	br	bsk	bua	ca	ce	ckt	cmn	cs	cv	cy	da	dar	ddo	de	ekk	el	en	enf	es	ess	eu	evn	fi	fr	ga	gld	he	hi	hr	hu	hy	is	it	itl	ja	ka	kca	ket	khk	kk	kl	kmr	kn	ko	koi	kpv	krl	la	lbe	lez	liv	lt	lv	mdf	mhr	ml	mnc	mns	mrj	myv	nio	niv	nl	no	olo	os	pbu	pes	pl	pt	ro	ru	sah	se	sel	sjd	sk	sl	sma	smj	smn	sms	sq	sv	ta	te	tr	tt	udm	uk	uzn	vep	xal	ykg	yrk	yux
Stirn::N	алахь	натӏэ́	keputuru	tani-x́	جبين	нодо	alın	маңлай	лоб	чело	কপাল	tal	-pháṭi	магнай	front	хьаж	кытрэл	额	čelo	ҫамка	talcen	pande	анда	кьоӏкъо	Stirn	otsmik	μέτωπο	forehead	пԑя	frente	ӄагуӄ	bekoki	хэе, омкочо	otsa	front	baithis, clár éadain	пэ̄е	מצח	मस्तक, माथा	čelo	homlok	ճակատ	enni	fronte	кчэч	額	შუბლი	венш лохат	баттат, бат	дух	маңдай	qaaq	enî	ಹಣೆ	이마	кымӧс	плеш, кымӧс	očča	frons	ненттабакӏ	пел	vȱntsa	kakta	piere	коня	саҥга́	നെറ്റി	šenggin	вӣльтъят	лепкӓ	коня	хиаз̌әә	т’ых	voorhoofd	panne	očču	ных	تندی, وچولی	پیشانی	czoło	testa	frunte	лоб	сүүс	gállu	ӄөн	вуэххьц	čelo	čêlo	gaalloe	gállo	kállu	käll	ballë	panna	முன்னெற்றி	నుదురు	alın	маңгай	кымес	лоб	manglay	oc	маңна	йорумур	пэ̇я	jōn-kičil
Stock::N	алаба	бэщ	kanni	tmuusi-x́	عصا	тӏил	dəyənək	таяҡ	палка	тояга, прът	ছড়ি	bazh	bargínas, ḍímo	модон	pal	ӏаса	уттытъул	棒	hůlka	патак	brigyn, ffon	stok	тӏерхьа	сахъри	Stock	kepp	ξύλο, μπαστούνι	stick	пя	bastón, palo	аявиӄ	makila	мо̄ка̄н	keppi	canne	bata, maide	мо̄	מקל	लाठी	palica, štap	pálca	փայտ	prik, stafur	bastone, verga, bacchetta	у’	杖	კეტი	юх	өксь	саваа	сойыл	ajaappissat	çam	ಕೋಲು	막대기	бедь	бедь	keppi	baculum	ттархь	лаш	stok	lazda	boze, spieķis	байдек	тоя́	വടി	moo	йӣво̄выл	панды	мандо	хуаа		stok	pinne	savakko, keppi	лӕдзӕг	لرګی	چوب	kij, laska	pau, bengala	baston, băț	палка	баалкы, мас	soabbi	поллака, по	суэммьп	palica	pálica	galte, klåbpoe	soabbe	suáb'bi	suä´b'b	dajak	käpp, pinne	குச்சி	కఱ్ఱ	değnek, sopa	таяк	боды	палиця	tayoq	kalu	модн	саал	пя	
Stoff::N	Аба	шэкӏы	tepa	suknu-x́	قماش	ххам	qumaş	туҡыма	тканіна	плат, материал	বস্ত্র	danvez		бүд	tela	кӏади	мэниг	织物	látka	тӗртӗм	lliain, brethyn	stof	чӏянкӏи	нигагъаӏчӏи	Stoff	kangas	ύφασμα	cloth	лубаха	tejido, tela	ӄипаӷаӄ	ehun	то̄рга̄	kangas	étoffe, tissu	éadach	босо	אריג, בד	कपड़ा	štof, tkanina	szövet	գործվածք	dúkur	panno, tessuto	чинәп	布	ქსოვილი	сяшкан		бөс	кездеме, мата	qarlissiaq, milliaq	paç	ಬಟ್ಟೆ	패료	дӧра	дӧра	kankas	textum	янна	парча	kāngaz	audeklas	audums, drāna	котф	посто́, куэ́м	തുണി	bošo, muten	то̄р	матер, матери	коцт	тугыˮ		stof	tøy, stoff	materjualu	хъуымац	ټوټه	پارچه	materiał, tkanina	pano, tecido	stofă	ткань	таҥас	ávnnas	ӄампий	лыййн	súkno	blagó	tyjje	gápptás, stoaffa	käägus	aaunâs	pëlhurë	tyg, stoff	துணி	బట్ట	kumaş	тукыма	куэм	тканина	mato	kangaz	эд	вағадиилиэ	тохоˮ(с)	
Straße::N	амҩа	гъо́гу	pararu	akalux́	طريق	нух	küçə	урам	вуліца	шосе	রাস্তা	hent, ru	róoṭ	харгы	carretera	урам	тылян	街	silnice	ҫул ҫӳрени, ҫӳрев	ffordd, heol	gade	гьуни	шагьра	Straße	tee	οδός, δρόμος	road	сԑхери	vía, carretera	тума	errepide	хокто	katu	route	bóthar	покто	כביש	रास्ता, राह	drum, cesta	út	ճանապարհ	stræti, gata	strada	ктҳа˘с	街道	შარაგზა	юш	ӄоʼт	зам, харгуй	жол	aqqusineq	rê	ರಸ್ತೆ	길	туй	туй	tie	via	ххуллу	рехъ	radā	gatvė	iela	ки	ко́рно	റോഡ്	jugūn	лё̄х, лё̄ӈх	корны	ки	сәдеә	тиф	baan, straat	gate	dorogu	фӕндаг	سړک	جاده, راه	ulica	via, estrada	cale, stradă	улица, дорога	суол	geaidnu	сарпы	чуэкас	hradská	césta	geajnoe, joene	gahttun	maađij	uu´lec	rrugë	gata	சாலை	బాట	cadde, yol	урам	сюрес	вулиця	ko'cha	te	зам	йавул	сехэры	čugö
Strich::N	ацəаҳəа	хъахъ, итхъагъ		alux́	شرطة	хӏучч	cızıq	һыҙат	рыса	щрих, черта	কষি	tenn	hárqun	зурлаа, мужаа	traç, ratlla	сиз	кылвыгыргын	划	čára, čárka	йӗр	trawiad, strôc	streg	тугъ	цах, мухъ, хӏуч	Strich	joon	γραμμή	stroke	берихума	raya, trazo	тырылъыӄ	marra	игра̄ка̄н	piirto	trait	stríoc	яварича	קו קצר	लकीर	crta	vonás	գիծ	strik	tratto		線	შტრიხი	сюртапсы, сюртап		зураас	сызық		xezik	ಗೀಟು	스침	кырӧв	визь	viiva	lineamentum	щва	цӏар	strīp, vīps	brėžis, brūkšnys	svītra	межа	коре́ш	പക്ഷാഘാതം	jijun	сюртмил		межа	биндар		streep, haal	strek	viivu, čeri	хахх	کرښه	خط	kreska	traço	linie, trăsătură	черта	сурааһын	sárggis	черта	ця̄кас, це̄кесь	čiara	čŕta	sïeve	sáhtso	čálástâh	certldõk	vizë	streck	வாத நோய்	గీత	çizgi	сызык	гож	штрих	chiziq	pird	татасн	чарилэ	енахалмы	
Strömung::N	амҩасра, аиасра	ток	chiu	anu-x́	تيار	чвахи	axın	ағым	цячэнне	течение	স্রোত	red	hurúginas	урдалга	corrent	дӏасалелар, дӏаэхар	пыльыльын	水流	proudění	юхӑ	cerrynt	strømning	чяхӏбикӏни		Strömung	voolus, jõevool	ρεύμα	current	беды	corriente	маӄныӄ	laster	эе̄н	virtaus	courant	sruth		זרימה	बहाव, प्रवाह	strujanje, struja	áramlat	հոսանք	straumur	corrente		流れ	დინება	ов		урсгал	ағын		şewl	ಪ್ರವಾಹ	유동	визывтӧм	ва ныр, визувтӧм	virta	fluctus	экьинанаву		ūrma, õvā	tėkmė	straume, strāvojums	шудема́	йо́гын	പ്രവാഹം	eyen	ов	йогы	чудевкс, чудема	буо		stroming	strømning	virdu	цыд	بهېدنه	جریان	nurt	corrente	curent	течение	сүүрүк	rávdnji	кӱӈы	выррьт	prúdenie	strúja	njuvvie	ájggedáhpe	virde	ve´rdd	rrymë	strömning	நீரோட்டம்	ప్రవాహము	akıntı, cereyan	агыш'агым	бызён	струмина	oqim	joksmuz	урсхл	ваайӻал	ендˮ(д)	ojľ
Stuhl::N	аҟəардə	пхъэнтӏэ́кӏу	kashi_aoosoruship	unguchiilux́	كرسي	бакӏу	stul	ултырғыс	стул, крэсла	стол	চেয়ার, কেদারা	kador		стул	cadira	гӏант	вакъоск’ыёлгын	椅子	židle	пукан	cadair	stol	ута	къуӏри	Stuhl	tool	καρέκλα	chair	тул, адчи	silla	аӄумутаӄ	aulki	тэгэмкин	tuoli	chaise	cathaoir	тэ̄ӈку	כסא	कुरसी	stolac, stolica	szék	աթոռ	stóll	sedia	ӆаном, стул	椅子	სკამი	уӆас	уӈөксь	сандал	орындық	issiavik, issiaffik	kursî	ಕುರ್ಚಿ	의자	стул	улӧс	stuula	sella	кӏану	стул	ra’j	kėdė	krēsls	стул	пӱке́н	കസേര	ise, nikeku mulan, bandan	улас	пöкен	стул	ӈомтүся	т’ифть, ӿур̌т’ивс	stoel	stol	stuula	бандон	چوکۍ	صندلی	krzesło	cadeira	scaun	стул	устуул	stuollu	өмтытый по	стула	stolička	stòl	stovle	ståvllå	stovli	stuu´l	karrige	stol	நாற்காலி	కుర్చీ	iskemle, sandalye	утыргыч	пукон	стілець	o'rindiq	ištim	стул	саӻанабул	ӈамдёбцьʼ(н)	
Stärke::N	амч	кӏуачӏэ́	tum, kiroro	kayu-x́	قوة	хӏалкӏвей	qüvvət	көс	моц	сила	শক্তি	nerzhder	śatiliaár	хүсэн	vigor	гӏап	катгогыргын, армагыргын	力量	síla	хал, хӑват	nerth, cryfder	styrke	держла цӏакьдешла даража, гьунар, дебадеш, къала, бару	къуват	Stärke	tugevus	δύναμη, ισχύς	strength	ныху	fuerza	икнаӄа	indar	эӈэсӣ	vahvuus	vigueur	neart		און	ताक़त, बल	jakost	erő, erősség	ամրություն, պնդություն	styrkur	fortezza, vigore, forza	ӄ’эфӄ’эф	強さ	ღონე	рэниӈ	у	эрч, тэнхээ	әл, күш	qerattarsaat	xurtî	ಶಕ್ತಿ	힘	вын	ёнлун, чорыдлун	voima	robur	гуж	къуват	viššit, dikțit	stiprumas	stiprums	вииши	куа́т, карма́н	ശക്തി	kulun	ва̄г	ви	виевчи	никә	тьыӈ	sterkte	styrke	vägevys	æхсар, тых	قوت	زور	moc, siła	força	tărie, vigoare	крепость	күүс	vuoibmi, veahka	шаӈ	вӣгк, са̄м	sila	jákost	vieksiesvoete	gievrrudahka, gievrrodus	viek'sâvuotâ	viõkk	koll	styrka	பலம்	శక్తి	kuvvet	дәрман, көч	юнлык	сила	quvvat	vahvuz'	чидл	вэрвэ	ныхы	čīlə
Stück::N	аҽыҭ	такъы́р	uibe	ukdu-x́	قطعة	кесек	dənə, parça	киҫәк	кусок, кавалак	парче, къс	টুকরো	tamm	ṭar, ćurúk	хүсөөг	peça	юьхк	рэк’ытъул	块	kousek, kus	татӑк	darn	stykke	кесек	метӏри	Stück	tükk	κομμάτι	piece	дюк	pieza	авгуӄаӄ	puska	мисиктэ	pala, kappale	morceau	píosa	паси	חתיכה	फाँक, टुकड़ा	komad	darab	կտոր	stykki, biti	pezzo	ансх	部分	ნატეხი	пул, тахты	лямта, лямт	хэсэг	тілім	nakkaalaniku	lib, parçe	ತುಂಡು	일부분	тор	тор	pala, kappaleh	frustum, fragmentum	касак	кӏус	stik, kabāl	gabalas	gabals	пакш	ка́тыш, ла́стык	കഷണം	tubi, dalgan, farsi	ло̄мткв	лаштык	пелькс, пакш	ӈуӈкә, дюкә	моӄр̌, моӄс	stuk	stykke	pala, palaine	комдзаг, кæрдих	ټوټه	قطعه, تکه	kawałek	pedaço	bucată	кусок	кырбас	bihttá	лака	кусськ	kus, kúsok	kós	biehkie, bæhta	biehkke	pittá, káppálâh	ku´sǩǩ	copë	stycke	துண்டம்	తునుక	tane, parça	кисәк	юдэс	кусок	parcha	pala, supal	хусг	көйлиэ	мун	kerčik
Stütze::N	аҵаргəа, агəышьаҟа	кӏэгъэкъон	ikushbe	amnitaasi-	دعامة, سند		dəstək, dayaq	терәк	падпорка		নাগদণ্ড	harp		тулга	suport	гӏopтоp	арэквын	支架	opěra	ура	cynhalydd, ateg	støtte	убяхъяла	рос	Stütze	tugi	στήριγμα	bracket	толб	soporte, sostén		bermagailu, irozgarri	тургэ	noja	soutien, appui	taca		משען	टेक, थूनी	potpora	támaszték, támasz	նեցուկ	stoð	supporto		支柱	საყრდენი	аӈкаӆ		тулга, тулгуур	тіреу	ajaagutaq, ajagutaq	destek	ಆಸರೆ	버팀목	пика	мыджӧд, пыкӧд	pönkä	adminiculum	гьалакӏу	даях	ti’gpū	atspara, atrama	balsts, atspaids	неже	чара́к	താങ്ങ്	bangtu, mašan	аӈквал	цӓрӓк	неже	кусими, торәмиˮ		stut, steun	støtte	tugi, tugipuu	быцæу	تکیوان	تکیه	podpora	suporte, apoio	proptea	подпорка	тулааһын	caggi, duvdda	чиппа	стуэлльп	opora	zaslómba, opóra	dåarjege, dovtege	nihta, tsagge	cagge	cõgldõk	shtyllë, mbështetesë	stöd, stötta	அடைப்புகன்	వాల్సేడ్లు	dayak, destek	таяу	пыкет	підпірка	tayanchi	tugi	тулг	архуль	е̄нӑбцьʼ(н)	
Sumpf::N	аӡмах	орыжъ	tomam	chiǵilǵí-x́	مستنقع	хьуцӏ	bataqlıq	һаҙлык	багна	блато	জলা	gwern		намаг	pantà	уьшал	илылк’ын	沼泽	močál, bažina	шурлӑх, шур	cors	sump	билхӏла	туцӏ	Sumpf	soo	βάλτος	swamp	коту	pantano	мысяк	zingira	ня̄ру, ня̄рут	suo	marécage, marais	portach	инярон	בצה	धँसान, दलदल	bara	mocsár	ճահիճ	fen	palude	ӄ’ымтӄ’	沼	ჭაობი	ӆопта	асоӄбаӈ, асок	балчиг, намаг	саз	maqulluk	hezek	ಜೌಗುಸ್ಥಳ	습지	арай	кад, гыбад	suo	palus	кунцӏа	уьлен	sūo	liūnas, klampynė	staignājs, dumbrājs	шяй	лӱ́кӧ	ചതുപ്പുനിലം	lebenggi ba, detu, lifakū	келыг	лӱкӹ	чей	неруа	чатьф	moeras	myrlende, sump	hete, suo	цъыфдзаст	جبه	باتلاق, مرداب	bagno	charco, pântano	mlaștină	топь	бадараан	jeaggi	лымпя	ла̄ммьп	bahno	močvírje	pluevie	sæmssa, áhpe	jeggi	jeä´ǧ'ǧ	batak	träsk	சதுப்பு நிலம்	చిత్తడినేల	batak	саз	нюр	драговина	botqoq	so	унул	ньориль	лымбӑд	
Suppe::N	асуҧ	хьантхъупс	ohau	chax́sa-x́	حساء, شربة	чурпа	şorba	һурпа	суп	супа	শুরুয়া	soubenn	júuli, kái -míṅ	шүлэн	sopa	чорпа	ыпан’ы	汤	polévka	яшка	cawl	suppe	нергъ	чорпа	Suppe	supp	σούπα	soup	буй	sopa		salda, zopa	силэ	keitto	potage, soupe	sú, anraith	чо̄лон	מרק	शोरबा, सूप	supa	leves	ապուր, սուպ	súpa	minestra, zuppa	иӆӄ	スープ	სუფი	ӆант	уʼк, ааль	шөл	көже	qajoq	şorbe	ಎಸರು	국, 수프	шыд	шыд	keitto	ius	накь	шурпа, суп	līem, zup	sriuba	zupa	коршампяль, шонгарям	шӱр	സൂപ്പ്	šasihan	исмит	лем	ям	быˮә	пыньх	soep	suppe	suuppu, rokku	бас	شوربا	آش, سوپ	zupa	sopa, caldo	supă, ciorbă	суп	мин	málli	кени	лӣмм	polievka	júha	joptse	jupptsa	määḷi, lieṃâ	liõmm	supë, çorbë	soppa	ரசம்	చారు	çorba	шулпа	шыд	суп	sho'rva	keitoz, lem'	шөлн	пуӈэӈ, пуӈэ	евэй	jaŋľiďə
Süden::N	алада	къыблэ́	hebashi	namhadaa	جنوب	къибла, юг	cənub	көньяҡ	поўдзень	юг	দক্ষিণদিক	kreisteiz, su	kanjúut	урда	sud	къилбе	айвалын’к’ал	南	jih	кӑнтӑр	de	syd		къилма	Süden	lõuna	νότος	south	педю, дюба дя	sur	уӽӄаӄ	hego, hegoalde	юг, инэӈ	etelä	sud	deisceart	да̄дидиа калта̄	דרום	दक्खिन	jug	dél	հարավ	suður	meridione, sud	тну˘м	南	სამხრეთი	нум пелак	утль, утабаʼӈ	өмнө, урд	оңтүстік	qava, kujat, kujataa	başur	ದಕ್ಷಿಣ	남쪽	лун	лунвыв	suvi	meridies	кьилва	кьибле	jedāl	pietūs	dienvidi	ля́мбе ши́ре	кечывалве́л	തെക്ക്	julergi	алы ма̄	кечӹвӓлвел	лембе ёнкс	ӈианіә	ӄоӄр̌ эр̌ӄ	zuiden	sør	suvi	хуссар	سوېل	جنوب	południe	sul	miazăzi, sud	юг	соҕуруу	lulli	төмыл тэтты	со̄а̄ййв	juh	júg	åarjel	oarjje	kesipieg'gâ, mäddi	saujj	jug	söder	தெற்கு	దక్షిణము	güney	көньяк	лымшор	південь	janub	suvi	өмн үзг, өмн	саалааӻар	иба я	pudi-
Sünde::N	агəнаҳа	гунахь	katpak	tunux́taaǵu-x́	خطيئة	мунагь, хӏакъ	günah	гөнаһ	грэх	грях	পাপ	pec'hed	hubáal	ланшад, хилэнсэ	pecat	къа	тайы’ыгыргын	罪	hřích	ҫылӑх	pechod	synd	бунагь	мунахӏ, хӏакъ	Sünde	patt	αμαρτία	sin		pecado		bekatu, hoben	ӈэ̄лэму	synti	péché	peaca		חטא	पाप, गुनाह	grijeh	bűn, vétek	մեղք	synd	peccato		罪	ცოდვა	ем	кырак	нүгэл, хилэнц	күнә	ajorti	guneh	ಪಾಪ	부정	грек	мыж	riähkä	peccatum	бунагъ	гунагь	pat	nuodėmė, nusidėjimas	grēks	пежеть, муворкс	су́лык	പാപം	ehe sui	кант	сулык	чумочи	бәйму		zonde	synd	riähky	тæригъæд	ګناه	گناه, بزه	grzech	pecado	păcat	грех	айыы	suddu	киряӈ		hriech	gréh	sådtoe	suddo	suddo	reä´ǩ'ǩ	mëkat, gjynah	synd	பாவம்	పాపము	günah	язык, гөнаһ	сьӧлык	гріх	gunoh	grähk	нүл, килнц	ньанич, ньаньич	хэбяха	ńańďə
Tag::N	амш	мафэ́	to	angali-x́	يوم	къо	gün	көн	дзень	ден	দিন	deizh	gunċ	үдэр	dia	де	ы’лён’эт	天	den	кун	dydd, diwrnod	dag	бархӏи	гъуди	Tag	päev	ημέρα, μέρα	day	дери	día	аӷныӄ	egun	инэӈи, тырганӣ	päivä	jour, journée	lá	ини	יום	दिन, रोज़	dan	nap	օր	dagur	giorno, giornata	ӄӆҳа˘л	日	დღე	хатӆ	иʼ	өдөр	күн	ulloq	roj	ದಿನ	하루	лун	лун	päivä	dies	кьини	югъ	pǟva	diena	diena	ши	ке́че	ദിവസം	šun, inenggi	хо̄тал	кечӹ	чи	дялы	мув, муғв	dag	dag	päivy	бон	ورځ	روز	dzień	dia	zi	день	күн	beaivi	челы	пе̄ййв	deň	dán	biejjie	biejvve	peivi	pei´vv	ditë	dag	நாள்	దినము	gün	көн	нунал	день	kun	päiv	өдр	чайлэ	яля	poďorqə
Tanne::N	аҧсаӡ	ель		chumnax	تبوب, شوح	ёлка	küknar	шыршы	яліна	ела	দেবদারূ গাছ	sapenn	gaśí	хасуури	avet	база	к’ыргон	冷杉	jedle	чӑрӑш	ffynidwydden	gran	яда	йолка	Tanne	nulg	έλατο	fir	казы	abeto		izei	асе̄кта	kuusi	sapin	giúis	хасикта	אשוח	फ़र	jela	fenyő	եղեւին	greni	abete		樅	ნაძვი	хуӆ	дынь	гачуур	шырша	orsuerneq	merx	ಭದ್ರದಾರು	전나무	кӧз	коз	kuusi	abies	ттарлил мурхь	ель	kūzõz	eglė, kėnis	egle	куз	кож	ദേവദാരു	jaksun	хо̄вт	кож	куз	коˮ	т’выск	spar	gran	kuuzi	наз	ناجو	صنوبر	jodła	abeto	brad	ель	харыйа	guossa	ӄут	кӯсс	jedľa	hója	goese	guossa	kuosâ	kuõss	bredh	gran	சாதிக்கய்	దేవదారుచెట్టు	köknar, çam	чыршы	кыз	ялиця	archa	kuz'	җөөлн цаһан модн	саал	хады	
